Address,Area,Year,Number Of Room,Price,Price per meter,Floor,Elevator,Parking,Warehouse
سعادت‌آباد,120,1383,3,7500000000,62500000,5,1,1,1
توانیر,175,1391,3,10000000000,57143000,1,1,1,1
فرمانیه,200,1398,3,17000000000,85000000,3,1,1,1
یوسف‌آباد,82,1370,2,2100000000,25610000,4,0,0,1
پیروزی,100,1400,2,2500000000,25000000,2,1,1,1
کوهک,92,1395,2,3050000000,33152000,4,1,1,1
اقدسیه,175,1400,3,18500000000,105714000,3,1,1,1
جنت‌آباد جنوبی,100,1400,2,5600000000,56000000,1,1,1,1
هفت حوض,60,1385,2,1750000000,29167000,3,1,1,1
نارمک,85,1389,2,2600000000,30588000,1,1,1,1
تهرانپارس غربی,46,1383,1,1180000000,25652000,4,1,0,1
دریاچه شهدای خلیج فارس,68,1386,2,1800000000,26471000,3,1,1,1
مجیدیه,68,1382,2,1690000000,24853000,5,1,0,1
شهرک غرب,140,1395,3,9600000000,68571000,2,1,1,1
باغ فردوس,240,1372,4,11500000000,47917000,1,1,1,1
ستارخان,95,1392,2,3600000000,37895000,4,1,1,1
جنت‌آباد جنوبی,55,1381,1,1760000000,32000000,2,0,1,1
چیتگر,108,1390,2,3000000000,27778000,5,1,1,1
شریف‌آباد,110,1400,2,825000000,7500000,4,1,1,1
حکیمیه,125,1385,3,3312000000,26496000,4,1,1,1
پلیس,56,1387,1,1080000000,19286000,4,0,1,1
صادقیه,90,1392,2,3850000000,42778000,3,1,1,1
فلاح,42,1395,1,750000000,17857000,2,1,0,1
سعادت‌آباد,125,1384,3,5000000000,40000000,7,1,1,1
نواب,60,1384,1,1150000000,19167000,1,1,1,1
پردیس,87,1400,2,600000000,6897000,0,1,0,1
صد دستگاه,70,1394,2,1900000000,27143000,4,1,1,1
افسریه,71,1393,2,1400000000,19718000,1,1,0,0
قیطریه,95,1385,2,6400000000,67368000,3,1,1,1
خلیج فارس,74,1396,2,1025000000,13851000,4,1,1,1
کوهک,90,1396,2,2950000000,32778000,15,1,1,1
سعادت‌آباد,114,1387,2,5800000000,50877000,4,1,1,1
دزاشیب,245,1387,+۴,15000000000,61224000,5,1,1,1
شهران جنوبی,100,1395,2,4200000000,42000000,5,1,1,1
کوی فردوس,74,1385,2,2400000000,32432000,2,1,1,1
تهرانپارس غربی,132,1400,3,6300000000,47727000,2,1,1,1
جیحون,63,1385,2,1380000000,21905000,0,0,0,1
مخصوص,51,1383,1,995000000,19510000,0,0,1,1
هروی,75,1385,2,3300000000,44000000,5,1,1,1
درکه,247,1398,3,23000000000,93117000,2,1,1,1
شهر قدس,65,1394,1,485000000,7462000,5,1,0,1
یوسف‌آباد,166,1398,3,10000000000,60241000,3,1,1,1
نارمک,42,1390,1,1350000000,32143000,3,0,1,1
پیروزی,75,1400,1,1800000000,24000000,7,1,0,1
دروازه شمیران,55,1377,1,1150000000,20909000,1,0,0,0
تهرانپارس شرقی,100,1397,2,3100000000,31000000,4,1,1,1
پرند,75,1400,2,325000000,4333000,2,1,1,1
سهروردی,75,1391,2,3800000000,50667000,3,1,1,0
ستارخان,84,1380,2,2150000000,25595000,4,0,0,1
تهرانپارس غربی,95,1395,2,4085000000,43000000,2,1,1,1
نیرو هوایی,60,1399,1,1980000000,33000000,1,1,1,1
پرند,70,1398,2,410000000,5857000,4,1,0,0
سعادت‌آباد,155,1399,3,14750000000,95161000,2,1,1,1
اندیشه,52,1390,1,360000000,6923000,1,0,1,1
جیحون,63,1399,1,1560000000,24762000,5,1,1,1
سعادت‌آباد,115,1396,2,10000000000,86957000,5,1,1,1
نیاوران,150,1380,3,8300000000,55333000,2,0,1,1
فلاح,66,1395,1,699000000,10591000,1,1,1,1
خاوران,50,1390,1,700000000,14000000,3,0,0,1
پرند,88,1399,3,460000000,5227000,0,1,1,1
سهروردی,62,1400,1,2650000000,42742000,3,1,1,1
طرشت,80,1400,2,2980000000,37250000,4,1,1,1
جنت‌آباد جنوبی,97,1397,2,4550000000,46907000,1,1,1,1
پردیس,87,1399,2,600000000,6897000,0,1,0,1
یوسف‌آباد,126,1393,3,6560000000,52063000,3,1,1,1
جنت‌آباد مرکزی,63,1396,2,3460000000,54921000,3,1,1,1
جی,78,1397,2,1550000000,19872000,1,1,1,1
نواب,70,1382,2,1100000000,15714000,3,0,1,1
پردیس,100,1395,2,2500000000,25000000,6,1,1,1
پردیس,86,1400,2,615000000,7151000,1,1,1,1
کرمان,62,1384,1,1450000000,23387000,3,0,0,1
پاسداران,138,1383,3,7650000000,55435000,1,1,1,1
ظفر,73,1380,1,3750000000,51370000,3,0,1,1
فلاح,67,1390,2,820000000,12239000,4,0,0,0
نیاوران,107,1400,2,7500000000,70093000,5,1,1,1
نارمک,65,1379,1,1800000000,27692000,4,0,1,0
ظفر,57,1373,1,2100000000,36842000,3,0,0,1
پیروزی,81,1385,2,1390000000,17160000,1,1,1,1
اندیشه,50,1393,1,699000000,13980000,2,0,1,1
گیشا (کوی نصر),88,1390,2,4300000000,48864000,3,1,1,1
شهر قدس,55,1395,1,450000000,8182000,2,0,0,1
مرزداران,105,1399,3,5800000000,55238000,2,1,1,1
پونک,75,1392,2,2560000000,34133000,2,1,1,1
قیطریه,210,1370,4,7700000000,36667000,0,1,1,1
اقدسیه,450,1399,4,121000000000,268889000,13,1,1,1
قیطریه,130,1400,2,12000000000,92308000,3,1,1,1
اختیاریه,136,1383,2,7344000000,54000000,1,1,1,1
جنت‌آباد مرکزی,85,1398,2,3400000000,40000000,5,1,1,1
فرمانیه,200,1400,3,26500000000,132500000,4,1,1,1
یوسف‌آباد,150,1382,3,8400000000,56000000,1,0,1,1
نارمک,56,1381,1,1568000000,28000000,3,0,0,0
مرزداران,100,1393,2,4700000000,47000000,2,1,1,1
زعفرانیه,136,1375,3,9112000000,67000000,1,1,1,1
توحید,50,1380,1,1500000000,30000000,2,0,0,0
آذربایجان,53,1400,1,1550000000,29245000,1,1,0,1
شهرک ولیعصر,72,1390,2,900000000,12500000,3,0,0,0
گمرک,50,1390,1,830000000,16600000,1,1,1,0
یوسف‌آباد,127,1400,2,7700000000,60630000,3,1,1,1
قیطریه,120,1375,2,7800000000,65000000,3,0,1,1
شهران جنوبی,66,1396,2,2150000000,32576000,4,1,1,1
نیاوران,110,1400,2,12100000000,110000000,4,1,1,1
ونک,230,1370,3,7000000000,30435000,2,0,0,1
نیاوران,178,1393,3,16020000000,90000000,4,1,1,1
میرداماد,138,1375,3,6600000000,47826000,3,1,1,1
شهید دستغیب,103,1400,2,2255700000,21900000,3,1,1,1
قیطریه,135,1395,2,11000000000,81481000,1,1,1,1
ائمه اطهار,44,1395,1,1330000000,30227000,3,1,1,1
میرداماد,160,1396,3,12000000000,75000000,3,1,1,1
جردن,190,1384,3,9500000000,50000000,2,1,1,1
افسریه,65,1396,1,1120000000,17231000,1,1,1,0
قلهک,135,1385,3,6500000000,48148000,1,1,1,1
پردیس,100,1394,2,1650000000,16500000,5,1,0,1
شهرک غرب,71,1383,2,2700000000,38028000,4,0,0,1
شهرک نفت (منطقه ),105,1391,2,5100000000,48571000,6,1,1,1
اراج,108,1397,2,6700000000,62037000,4,1,1,1
آبشار تهران,116,1393,2,3100000000,26724000,4,1,1,1
ازگل,94,1395,2,6000000000,63830000,2,1,1,1
شاهین,68,1394,2,2900000000,42647000,3,1,1,1
پونک,140,1400,3,7500000000,53571000,6,1,1,1
شمس‌آباد,90,1390,2,3960000000,44000000,1,1,1,1
پردیس,105,1399,2,1200000000,11429000,3,1,1,1
کوی بیمه,71,1381,1,1820000000,25634000,3,0,1,1
فرمانیه,300,1400,4,45000000000,150000000,5,1,1,1
وردآورد,92,1391,2,1840000000,20000000,4,1,1,1
یافت‌آباد,47,1386,1,665000000,14149000,2,0,1,1
یوسف‌آباد,147,1395,3,9400000000,63946000,4,1,1,1
نیاوران,130,1378,2,8500000000,65385000,2,0,1,1
اندیشه,52,1394,1,540000000,10385000,1,0,1,1
ازگل,183,1395,3,9000000000,49180000,3,1,1,1
پردیس,87,1399,2,880000000,10115000,11,1,1,1
اختیاریه,92,1383,2,3700000000,40217000,4,0,0,1
مجیدیه,82,1397,2,2700000000,32927000,4,1,1,0
سلسبیل,67,1382,2,1080000000,16119000,0,0,0,1
اختیاریه,91,1384,2,5180000000,56923000,1,1,1,1
فرمانیه,153,1395,3,13500000000,88235000,4,1,1,1
سهروردی,95,1385,2,3280000000,34526000,2,0,1,1
جنت‌آباد مرکزی,70,1384,2,2200000000,31429000,3,0,1,1
پونک,60,1398,1,3100000000,51667000,4,1,1,1
پردیس,87,1400,2,560000000,6437000,5,1,1,1
قیطریه,120,1399,2,8750000000,72917000,3,1,1,1
سعادت‌آباد,85,1380,2,4500000000,52941000,3,0,1,1
نازی‌آباد,44,1382,1,900000000,20455000,0,0,0,1
ایران,53,1383,1,1380000000,26038000,5,1,0,1
جنت‌آباد مرکزی,63,1383,1,1600000000,25397000,3,0,0,1
کوهک,92,1398,2,3515000000,38207000,11,1,1,1
پیروزی,74,1400,2,2200000000,29730000,1,1,1,1
زعفرانیه,136,1375,3,9112000000,67000000,1,1,1,1
الهیه,100,1393,2,6600000000,66000000,1,1,1,1
آرارات,120,1379,2,5880000000,49000000,3,1,1,1
هروی,105,1400,2,6600000000,62857000,2,1,1,1
گیشا (کوی نصر),77,1375,2,3100000000,40260000,3,0,1,1
پاسداران,130,1400,3,9750000000,75000000,4,1,1,1
شهریار,68,1400,2,816000000,12000000,6,1,0,1
اختیاریه,136,1383,2,7344000000,54000000,1,1,1,1
بریانک,60,1400,1,1200000000,20000000,2,1,1,1
تهران‌نو,58,1383,0,1420000000,24483000,3,0,0,1
شهران شمالی,58,1384,1,1910000000,32931000,1,0,1,1
ائمه اطهار,77,1387,2,1700000000,22078000,3,0,0,1
آسمان,130,1398,3,10500000000,80769000,1,1,1,1
سعادت‌آباد,170,1393,3,12000000000,70588000,12,1,1,1
دبستان,108,1385,3,3400000000,31481000,1,1,1,1
جمال‌زاده,74,1375,2,2400000000,32432000,1,0,1,1
یوسف‌آباد,116,1396,2,6600000000,56897000,4,1,1,1
فرمانیه,250,1395,3,28000000000,112000000,10,1,1,1
کوی فردوس,80,1400,2,3480000000,43500000,2,1,1,1
تهرانپارس غربی,90,1382,2,3100000000,34444000,1,0,0,1
درب دوم,65,1379,2,3240000000,49846000,2,0,0,1
دریاچه شهدای خلیج فارس,130,1400,3,5590000000,43000000,2,0,1,1
قرچک,62,1395,1,410000000,6613000,4,0,0,0
اندیشه,50,1394,1,330000000,6600000,4,1,1,1
پاسداران,110,1399,2,9090000000,82636000,3,1,1,1
ستارخان,120,1400,3,6420000000,53500000,4,1,1,1
دیلمان,53,1393,1,954000000,18000000,2,1,0,1
آجودانیه,200,1383,3,15000000000,75000000,5,1,1,1
جیحون,83,1397,2,1550000000,18675000,5,1,0,1
تهرانپارس شرقی,132,1396,2,4900000000,37121000,4,1,1,1
گرگان,46,1386,1,1050000000,22826000,3,1,0,1
تهرانپارس غربی,124,1396,2,5600000000,45161000,2,1,1,1
کرمان,45,1383,1,1220000000,27111000,0,0,0,0
خواجه نظام الملک,50,1386,1,950000000,19000000,2,0,0,0
جیحون,100,1399,3,2600000000,26000000,1,1,1,1
امیر بهادر,63,1394,2,1638000000,26000000,3,1,1,1
سعادت‌آباد,125,1390,2,8200000000,65600000,2,1,1,1
پردیس,87,1400,2,740000000,8506000,7,1,1,0
دریاچه شهدای خلیج فارس,80,1400,2,2550000000,31875000,10,1,1,1
کوی فردوس,70,1385,2,2490000000,35571000,1,1,1,1
افسریه,135,1400,3,3300000000,24444000,2,1,1,0
تجریش,100,1380,2,4200000000,42000000,2,0,1,1
دولت‌آباد,58,1390,1,1150000000,19828000,3,0,0,1
پونک,70,1385,2,2890000000,41286000,4,1,1,1
سیدخندان,170,1394,3,8000000000,47059000,2,1,1,1
دریاچه شهدای خلیج فارس,133,1395,3,4500000000,33835000,14,1,1,1
نارمک,67,1387,2,1850000000,27612000,1,1,1,1
جیحون,43,1383,1,680000000,15814000,2,0,0,1
الهیه,145,1390,2,9860000000,68000000,4,1,1,1
سیدخندان,82,1380,2,3250000000,39634000,3,1,0,1
سنگلج,80,1380,2,1300000000,16250000,2,0,0,1
اندیشه,51,1391,1,365000000,7157000,2,0,1,1
نیاوران,170,1399,3,19550000000,115000000,2,1,1,1
قرچک,65,1400,1,600000000,9231000,2,0,1,1
شهرک کیانشهر,66,1375,1,990000000,15000000,2,0,1,1
جنت‌آباد شمالی,63,1385,1,1795500000,28500000,3,0,1,1
خواجه نظام الملک,64,1381,1,1200000000,18750000,1,0,0,0
نارمک,59,1383,2,1230000000,20847000,4,0,0,1
پاسداران,86,1385,2,3900000000,45349000,3,0,1,1
پونک,100,1395,2,4400000000,44000000,5,1,1,1
ایران,107,1393,2,3750000000,35047000,1,1,1,1
ظفر,117,1371,2,5900000000,50427000,3,1,1,1
تهرانپارس غربی,60,1384,1,1750000000,29167000,2,1,0,1
جنت‌آباد شمالی,92,1399,2,4600000000,50000000,4,1,1,1
پرند,60,1400,1,290000000,4833000,0,1,1,1
ظفر,103,1391,2,6500000000,63107000,4,1,1,1
ستارخان,147,1399,3,5218000000,35497000,4,1,1,1
یوسف‌آباد,125,1399,3,7500000000,60000000,6,1,1,1
نازی‌آباد,60,1400,1,1962000000,32700000,1,1,1,0
مولوی,84,1380,2,1260000000,15000000,2,0,0,1
ازگل,90,1382,2,4700000000,52222000,8,1,1,1
الهیه,180,1395,3,21000000000,116667000,3,1,1,1
دریاچه شهدای خلیج فارس,142,1394,2,7384000000,52000000,2,1,1,1
پونک,130,1388,2,4300000000,33077000,2,1,1,1
شهرک شریعتی,116,1400,2,2400000000,20690000,5,1,1,0
جیحون,44,1376,1,760000000,17273000,3,0,0,0
پاسداران,200,1400,3,19000000000,95000000,7,1,1,1
جنت‌آباد مرکزی,111,1400,2,5661000000,51000000,1,1,1,1
طوس,60,1375,1,1100000000,18333000,0,0,0,1
شهرک محلاتی,96,1391,2,5700000000,59375000,10,1,1,1
نواب,71,1400,2,1330000000,18732000,3,1,1,1
هروی,75,1400,1,3750000000,50000000,1,1,1,1
خاوران,80,1385,2,860000000,10750000,4,0,1,0
توحید,74,1388,2,2775000000,37500000,1,1,1,1
کوی فردوس,75,1397,2,3070000000,40933000,4,1,1,1
دریاچه شهدای خلیج فارس,114,1398,2,3400000000,29825000,7,1,1,1
تهرانپارس غربی,110,1400,2,4125000000,37500000,1,1,1,1
سعادت‌آباد,78,1388,2,4300000000,55128000,3,1,1,1
پردیس,100,1400,2,820000000,8200000,4,1,1,1
خواجه نظام الملک,123,1400,3,3800000000,30894000,4,1,1,0
هوانیروز,95,1398,2,3000000000,31579000,14,1,1,1
اوقاف,128,1400,3,3855000000,30117000,2,1,1,1
فلاح,70,1390,2,1050000000,15000000,3,0,1,1
دروس,145,1399,3,9490000000,65448000,5,1,1,1
سعادت‌آباد,78,1396,2,4100000000,52564000,7,1,1,1
شهر زیبا,130,1395,3,6050000000,46538000,4,1,1,1
امیرآباد,145,1375,3,5500000000,37931000,3,1,1,1
جردن,90,1386,2,5800000000,64444000,3,1,1,1
چیتگر,171,1399,3,2410000000,14094000,5,1,1,1
جیحون,122,1400,3,3200000000,26230000,2,1,1,1
سعادت‌آباد,330,1398,4,30000000000,90909000,2,1,1,1
شهرک شریعتی,70,1395,2,1550000000,22143000,6,1,1,1
گیشا (کوی نصر),77,1375,2,3100000000,40260000,3,0,1,1
شهر زیبا,114,1394,2,4500000000,39474000,4,1,1,1
سعادت‌آباد,100,1387,2,6400000000,64000000,3,1,1,1
خواجه نظام الملک,44,1380,1,1020000000,23182000,3,0,0,1
دروس,185,1385,3,11500000000,62162000,4,1,1,0
پونک,85,1392,2,3200000000,37647000,1,1,1,1
دریاچه شهدای خلیج فارس,118,1400,2,2700000000,22881000,7,1,1,1
نارمک,52,1400,1,2028000000,39000000,2,1,1,1
سعادت‌آباد,139,1387,3,7450000000,53597000,1,1,1,1
جیحون,62,1399,1,1460000000,23548000,5,1,1,1
امانیه,100,1376,2,5900000000,59000000,2,1,1,1
یوسف‌آباد,100,1385,2,4300000000,43000000,2,1,1,1
جنت‌آباد مرکزی,75,1383,2,2440000000,32533000,2,0,1,1
آهنگ,106,1400,2,5200000000,49057000,3,1,1,0
مجیدآباد,60,1391,1,1800000000,30000000,2,1,1,1
پونک,66,1400,1,3630000000,55000000,1,1,1,1
شهرک غرب,150,1380,3,9300000000,62000000,3,1,1,1
پیروزی,62,1383,2,1380000000,22258000,3,0,1,1
شهرک غرب,147,1380,3,10000000000,68027000,1,1,1,1
سهروردی,66,1391,1,2950000000,44697000,2,1,1,1
آبشار تهران,74,1386,2,2400000000,32432000,8,1,1,1
نواب,48,1386,1,730000000,15208000,2,0,0,1
دروس,200,1400,3,20000000000,100000000,3,1,1,1
دهکده المپیک,117,1400,2,6100000000,52137000,16,1,1,1
شهرک غرب,145,1386,3,10800000000,74483000,0,1,1,1
پردیس,110,1400,2,1800000000,16364000,3,1,1,1
بریانک,44,1380,1,645000000,14659000,0,0,0,1
نارمک,60,1375,2,1400000000,23333000,2,0,0,0
طرشت,90,1396,2,3350000000,37222000,3,1,1,1
نارمک,71,1387,2,2556000000,36000000,3,1,1,1
پردیس,105,1399,2,950000000,9048000,1,1,1,1
دربند,190,1386,3,12500000000,65789000,4,1,1,1
یوسف‌آباد,102,1380,2,4700000000,46078000,2,0,1,1
جردن,101,1398,1,8300000000,82178000,3,1,1,0
شهر ری - اقدسیه,70,1400,2,1600000000,22857000,1,1,0,0
پردیس,90,1400,2,750000000,8333000,2,1,1,1
پونک,57,1385,1,1795000000,31491000,1,0,1,1
طرشت,108,1395,2,3700000000,34259000,1,1,1,1
سعادت‌آباد,101,1390,2,5250000000,51980000,2,1,1,1
اوقاف,97,1397,2,2754000000,28392000,2,1,0,1
سبلان,63,1400,2,1299000000,20619000,3,1,1,1
پاسداران,85,1388,2,5900000000,69412000,5,1,1,1
تسلیحات,60,1398,1,1515000000,25250000,2,1,0,0
سهروردی,110,1390,2,6820000000,62000000,2,1,1,1
پونک,68,1390,1,2280000000,33529000,2,0,1,1
درب دوم,90,1394,2,6570000000,73000000,3,1,1,1
پونک,80,1383,2,2830000000,35375000,4,1,1,1
نیاوران,170,1385,3,9600000000,56471000,5,1,1,1
مرزداران,122,1395,2,7000000000,57377000,6,1,1,1
سعادت‌آباد,120,1397,2,10000000000,83333000,1,1,1,1
حکیمیه,110,1371,2,2200000000,20000000,1,0,0,1
دزاشیب,65,1400,1,6170000000,94923000,1,1,1,0
پردیس,105,1400,2,350000000,3333000,5,1,1,1
کوی فردوس,65,1385,2,1800000000,27692000,3,0,1,1
جنت‌آباد شمالی,53,1395,1,2300000000,43396000,1,1,1,1
عارف,60,1381,2,1050000000,17500000,4,0,1,1
اندیشه,65,1390,2,535000000,8231000,3,0,1,1
سعادت‌آباد,95,1386,2,6200000000,65263000,5,1,1,1
ازگل,90,1387,2,4700000000,52222000,8,1,1,1
حکیمیه,137,1400,3,1360000000,9927000,11,1,1,1
کوی فردوس,64,1384,2,2600000000,40625000,5,1,1,1
کوی فردوس,80,1399,2,3200000000,40000000,4,1,1,1
فرمانیه,110,1395,2,9100000000,82727000,5,1,1,1
پونک,70,1383,2,1960000000,28000000,4,0,1,1
طرشت,65,1380,2,1450000000,22308000,3,0,0,1
تهرانپارس شرقی,61,1385,1,1325000000,21721000,3,1,0,1
دریان‌نو,105,1393,2,4190000000,39905000,2,1,1,1
ولنجک,190,1389,3,15000000000,78947000,4,1,1,1
اندیشه,72,1392,2,790000000,10972000,2,0,1,1
فرمانیه,300,1386,4,23000000000,76667000,6,1,1,1
نازی‌آباد,45,1380,1,750000000,16667000,3,0,0,0
چیتگر,90,1400,2,1000000000,11111000,14,1,1,1
پردیس,85,1399,2,700000000,8235000,6,1,1,1
دارآباد,130,1396,3,7500000000,57692000,2,1,1,1
سلسبیل,51,1373,1,715000000,14020000,-1,0,0,1
جنت‌آباد شمالی,87,1395,2,3700000000,42529000,3,1,1,1
ستارخان,61,1380,1,1780000000,29180000,4,1,0,0
یوسف‌آباد,131,1396,2,7900000000,60305000,5,1,1,1
آذری,69,1398,2,1300000000,18841000,3,1,1,0
بریانک,41,1391,1,770000000,18780000,1,1,0,1
پونک,72,1385,2,2300000000,31944000,3,0,1,1
جنت‌آباد مرکزی,95,1397,2,3590000000,37789000,5,1,1,1
سعادت‌آباد,92,1385,2,5200000000,56522000,2,1,1,1
اقدسیه,260,1393,4,28600000000,110000000,3,1,1,1
فرمانیه,119,1385,2,7400000000,62185000,1,1,1,1
پونک,69,1382,2,2770000000,40145000,3,1,1,1
پونک,83,1396,2,3599000000,43361000,5,1,1,1
تهرانپارس شرقی,98,1399,2,2499000000,25500000,4,1,1,1
شمس‌آباد,66,1390,1,2180000000,33030000,3,1,1,1
اقدسیه,110,1399,2,7500000000,68182000,4,1,1,1
زمزم,70,1385,2,876000000,12514000,2,0,1,0
سیدخندان,90,1392,2,5000000000,55556000,1,1,1,1
پرند,86,1396,2,550000000,6395000,4,1,0,1
سلسبیل,57,1383,2,870000000,15263000,2,0,0,1
زعفرانیه,150,1383,2,13950000000,93000000,1,1,1,1
ستارخان,64,1392,2,2100000000,32812000,2,1,0,1
جیحون,50,1385,1,850000000,17000000,2,0,1,1
امیرآباد,90,1392,2,5000000000,55556000,1,1,1,1
ظفر,83,1394,2,5000000000,60241000,1,1,1,1
کوی فردوس,68,1400,1,3740000000,55000000,3,1,1,1
آهنگ,68,1381,2,1750000000,25735000,4,1,0,1
خاوران,76,1385,2,750000000,9868000,4,0,1,1
پاسداران,90,1395,2,4850000000,53889000,2,1,1,1
پونک,76,1387,2,2200000000,28947000,1,1,0,0
بریانک,50,1400,1,1150000000,23000000,2,1,0,1
الهیه,215,1398,3,22300000000,103721000,3,1,1,1
شهران جنوبی,117,1400,2,5750000000,49145000,2,1,1,1
ارامنه,81,1386,2,2100000000,25926000,3,0,1,1
جنت‌آباد جنوبی,130,1400,3,6200000000,47692000,5,1,1,1
فرمانیه,113,1388,2,7000000000,61947000,1,1,1,1
صادقیه,145,1400,3,5500000000,37931000,2,1,1,1
اقدسیه,260,1391,3,28800000000,110769000,3,1,1,1
کوی فردوس,110,1386,2,3860000000,35091000,3,1,1,1
پونک,68,1390,1,2300000000,33824000,2,0,1,1
توانیر,129,1400,3,1367400000,10600000,9,1,1,1
کوی فردوس,94,1390,2,3500000000,37234000,2,1,1,1
سعادت‌آباد,113,1386,2,6250000000,55310000,5,1,1,0
آبشار,120,1398,1,12000000000,100000000,1,1,1,1
کوی فردوس,82,1384,2,2480000000,30244000,2,0,1,1
ورامین,93,1388,2,500000000,5376000,3,1,1,1
پلیس,100,1400,2,4200000000,42000000,2,1,1,1
کوی فردوس,91,1388,2,2990000000,32857000,5,1,1,1
کوی فردوس,69,1386,2,2480000000,35942000,3,1,1,1
صادقیه,94,1380,2,2600000000,27660000,5,1,0,1
سیدخندان,74,1375,2,2950000000,39865000,3,0,1,1
جنت‌آباد شمالی,80,1400,2,3500000000,43750000,5,1,1,1
پاسداران,128,1385,3,7500000000,58594000,5,1,1,1
جیحون,37,1380,0,660000000,17838000,1,0,0,0
تهرانپارس غربی,55,1382,1,1470000000,26727000,1,0,0,1
تهرانپارس غربی,124,1385,3,4970000000,40081000,3,1,1,1
شهر زیبا,115,1392,2,4000000000,34783000,4,1,1,1
کوی فردوس,68,1382,2,2550000000,37500000,3,1,1,1
جنت‌آباد شمالی,90,1392,2,3100000000,34444000,4,1,1,1
پردیس,85,1399,2,695000000,8176000,8,1,1,0
هفت چنار,53,1389,1,815000000,15377000,3,0,0,0
محمودیه,96,1395,2,7000000000,72917000,2,1,1,1
اباذر,80,1395,2,3300000000,41250000,4,1,1,1
نواب,42,1395,1,840000000,20000000,3,1,1,1
پرند,84,1396,2,600000000,7143000,3,1,0,0
جنت‌آباد شمالی,42,1396,1,1660000000,39524000,7,0,0,0
باغ فیض,60,1390,1,2850000000,47500000,2,1,1,0
نارمک,130,1394,3,5800000000,44615000,3,1,1,1
دریاچه شهدای خلیج فارس,100,1400,2,410000000,4100000,10,1,1,1
باغ فیض,70,1396,2,3300000000,47143000,2,1,1,1
هروی,130,1395,3,9000000000,69231000,2,1,1,1
فرمانیه,120,1399,2,11040000000,92000000,6,1,1,1
زعفرانیه,120,1380,2,10000000000,83333000,2,0,1,1
کوی فردوس,65,1383,1,2170000000,33385000,5,1,1,1
چیتگر,60,1400,1,875000000,14583000,12,1,1,1
جنت‌آباد شمالی,117,1400,2,5965000000,50983000,4,1,1,1
سعادت‌آباد,155,1399,3,18000000000,116129000,6,1,1,1
پونک,200,1399,3,14600000000,73000000,6,1,1,1
نیاوران,210,1384,3,16700000000,79524000,8,1,1,1
خانی‌آباد نو,65,1390,2,1350000000,20769000,1,0,1,1
ستارخان,104,1400,2,5200000000,50000000,4,1,1,1
پاتریس لومومبا,99,1393,2,4200000000,42424000,4,1,1,1
نیاوران,120,1395,2,10500000000,87500000,2,1,1,1
دروس,100,1399,2,7500000000,75000000,1,1,1,1
میرداماد,70,1397,1,4650000000,66429000,5,1,1,1
سازمان برنامه,56,1384,1,1910000000,34107000,1,0,1,1
کوی مهران,80,1393,2,3000000000,37500000,1,1,1,1
پردیس,87,1400,2,775000000,8908000,14,1,1,1
دریاچه شهدای خلیج فارس,80,1385,2,2450000000,30625000,0,0,0,1
جنت‌آباد مرکزی,94,1393,2,4300000000,45745000,5,1,1,1
شهران شمالی,87,1389,2,3150000000,36207000,2,0,1,1
پونک,108,1395,2,5650000000,52315000,1,1,1,1
الهیه,675,1400,3,79000000000,117037000,5,1,1,1
شهران جنوبی,77,1383,2,2220000000,28831000,3,1,1,1
پردیس,85,1385,2,1280000000,15059000,1,0,1,1
طرشت,81,1385,2,2265000000,27963000,2,0,1,1
سلیمانی,65,1390,2,1100000000,16923000,2,0,0,1
گیشا (کوی نصر),91,1386,2,3900000000,42857000,4,1,1,1
زعفرانیه,125,1395,2,10250000000,82000000,1,1,1,1
خاوران,59,1391,1,900000000,15254000,4,0,1,1
اندیشه,58,1389,1,385000000,6638000,3,0,1,1
هاشمی,36,1379,1,750000000,20833000,0,0,0,1
مجیدیه,36,1392,1,770000000,21389000,3,0,0,1
محمودیه,138,1398,2,14000000000,101449000,4,1,1,1
سعادت‌آباد,115,1387,2,6700000000,58261000,5,1,1,1
نیاوران,219,1377,3,24000000000,109589000,3,0,1,1
پونک,123,1395,2,5535000000,45000000,1,1,1,1
ونک,155,1400,3,11500000000,74194000,1,1,1,1
امیریه,60,1394,1,1090000000,18167000,3,1,1,0
ستارخان,82,1386,2,2950000000,35976000,2,1,1,1
جنت‌آباد شمالی,55,1385,1,2000000000,36364000,4,1,1,1
نارمک جنوبی,76,1397,2,2600000000,34211000,2,1,1,1
یوسف‌آباد,150,1400,3,8500000000,56667000,2,1,1,1
پاسداران,160,1388,3,9300000000,58125000,3,1,1,1
جمهوری,67,1384,1,1600000000,23881000,4,1,0,0
شهریار,71,1390,2,710000000,10000000,1,1,0,1
پردیس,87,1400,2,850000000,9770000,14,1,1,1
شهرک فردوس,60,1395,1,1200000000,20000000,1,1,1,1
دهکده المپیک,111,1384,3,3500000000,31532000,8,1,1,1
سازمان برنامه,112,1400,2,6160000000,55000000,3,1,1,1
شریف,114,1400,3,3200000000,28070000,8,1,1,1
چیتگر,112,1400,2,2800000000,25000000,19,1,1,1
تجریش,66,1378,2,3500000000,53030000,3,0,0,1
جیحون,86,1400,2,2000000000,23256000,1,1,1,1
نواب,125,1400,3,2770000000,22160000,5,1,1,1
سعادت‌آباد,146,1388,3,9490000000,65000000,5,1,1,1
کوی فردوس,85,1384,2,2850000000,33529000,1,1,1,1
