Address,Area,Year,Number Of Room,Price,Price per meter,Floor,Elevator,Parking,Warehouse
هروی,80,1387,2,2700000000,33750000,2,0,1,1
خانی‌آباد,39,1380,1,240000000,6154000,4,0,0,0
شهرک ولیعصر,97,1393,2,1843000000,19000000,7,1,1,1
پونک,88,1399,2,4900000000,55682000,4,1,1,1
ایران,72,1400,2,2400000000,33333000,1,1,0,1
چیتگر,120,1400,3,1755000000,14625000,7,1,1,1
جنت‌آباد جنوبی,235,1400,3,16450000000,70000000,3,1,1,1
جمهوری,47,1385,1,1020000000,21702000,1,0,0,1
جردن,236,1387,3,16520000000,70000000,5,1,1,1
شمس‌آباد,100,1388,2,5600000000,56000000,3,1,1,1
باغ فیض,92,1392,2,3700000000,40217000,1,1,1,1
اندیشه,40,1390,1,290000000,7250000,3,0,1,1
اندیشه,63,1389,2,794000000,12603000,3,0,1,1
میرداماد,120,1383,2,5800000000,48333000,5,1,1,1
شهرک غرب,83,1395,2,5300000000,63855000,1,1,1,1
المهدی,73,1390,1,2190000000,30000000,4,1,1,1
چهارصد دستگاه,44,1391,1,1100000000,25000000,1,0,0,1
اندیشه,62,1392,2,569000000,9177000,1,0,1,1
شهر زیبا,50,1382,1,1650000000,33000000,1,1,0,1
اقدسیه,180,1388,4,7400000000,41111000,3,1,1,1
جی,75,1395,2,1425000000,19000000,3,1,0,1
سعادت‌آباد,136,1398,3,9500000000,69853000,6,1,1,1
دروس,132,1399,2,11050000000,83712000,3,1,1,1
زمزم,73,1389,1,860000000,11781000,4,0,0,0
شیان,126,1386,3,6150000000,48810000,3,1,1,1
آذربایجان,44,1381,1,950000000,21591000,2,0,0,0
اختیاریه,145,1385,3,8000000000,55172000,2,1,1,1
شهر زیبا,68,1384,1,1800000000,26471000,3,1,1,1
قلهک,95,1385,2,5000000000,52632000,4,1,1,1
شیوا,54,1376,1,895000000,16574000,2,0,0,1
خاک سفید,51,1395,1,1260000000,24706000,3,1,1,1
پردیس,100,1400,2,860000000,8600000,2,1,1,1
کوی مهران,164,1397,3,9900000000,60366000,1,1,1,1
مسعودیه,35,1391,1,570000000,16286000,3,0,0,1
نارمک,50,1385,1,1250000000,25000000,2,0,0,1
بریانک,60,1383,2,920000000,15333000,4,0,0,1
شهران شمالی,130,1383,2,4130000000,31769000,2,1,1,1
خلیج فارس,96,1390,2,1950000000,20312000,1,0,1,1
کرمان,64,1400,1,1900000000,29688000,2,1,1,1
ستارخان,112,1399,2,5720000000,51071000,3,1,1,1
شهران شمالی,54,1385,1,1840000000,34074000,4,1,0,1
قرچک,130,1400,2,2210000000,17000000,3,1,1,1
شهران شمالی,105,1398,2,4750000000,45238000,6,1,1,1
استاد معین,47,1392,1,930000000,19787000,2,1,1,1
شهران جنوبی,60,1392,1,2600000000,43333000,4,1,1,1
آهنگ,40,1396,1,820000000,20500000,4,1,1,0
شهران شمالی,100,1390,2,3720000000,37200000,2,1,1,1
پاکدشت,170,1398,3,1350000000,7941000,4,1,1,1
شهریار,80,1398,2,300000000,3750000,3,0,0,0
دیلمان,85,1400,2,1930000000,22706000,3,1,0,1
نواب,50,1400,1,1070000000,21400000,2,1,1,1
کوی فردوس,175,1400,3,8750000000,50000000,2,1,1,1
کوی فردوس,64,1383,2,1990000000,31094000,1,0,1,1
مجیدیه,57,1387,1,1600000000,28070000,5,1,0,1
تسلیحات,71,1400,2,2310000000,32535000,1,1,1,1
پونک,68,1394,2,2450000000,36029000,3,1,1,1
سیدخندان,54,1400,2,2900000000,53704000,1,1,0,1
پاتریس لومومبا,127,1400,3,5400000000,42520000,4,1,1,1
اندیشه,150,1400,3,2100000000,14000000,1,1,1,1
هروی,90,1400,2,4860000000,54000000,2,1,1,1
زاهد گیلانی,47,1375,1,750000000,15957000,1,0,0,0
فاطمی,75,1392,2,3450000000,46000000,1,1,1,0
پامنار,78,1382,2,1500000000,19231000,1,0,0,1
سعادت‌آباد,140,1381,3,5950000000,42500000,1,1,0,1
شهر ری - اقدسیه,75,1386,2,990000000,13200000,5,1,0,1
جنت‌آباد مرکزی,55,1383,1,1710000000,31091000,1,0,0,1
کوی فردوس,117,1398,2,5070000000,43333000,1,1,1,1
اندیشه,55,1392,1,300000000,5455000,1,1,1,1
ستارخان,80,1381,2,2350000000,29375000,2,0,1,1
منصوریه (پل سیمان),90,1388,2,1620000000,18000000,3,1,0,1
یوسف‌آباد,125,1396,3,8750000000,70000000,5,1,1,1
ائمه اطهار,60,1375,1,1020000000,17000000,3,0,0,0
بریانک,56,1390,2,960000000,17143000,2,0,1,1
پرند,75,1391,2,520000000,6933000,1,1,0,1
پاکدشت,60,1390,2,492000000,8200000,2,0,1,1
قیطریه,145,1395,3,10500000000,72414000,3,1,1,1
دیلمان,58,1393,1,1250000000,21552000,4,1,1,1
خواجه نظام الملک,45,1377,1,965000000,21444000,3,0,1,1
مجیدیه,113,1386,3,4100000000,36283000,1,1,1,1
اندیشه,52,1390,1,705000000,13558000,1,0,1,1
پونک,83,1380,2,2480000000,29880000,3,1,1,1
سعادت‌آباد,105,1385,2,6900000000,65714000,9,1,1,1
جوادیه,45,1389,1,605000000,13444000,2,0,0,1
نظام‌آباد,53,1390,1,1113000000,21000000,3,1,0,0
الهیه,310,1400,3,62000000000,200000000,1,1,1,1
میرداماد,130,1398,3,9700000000,74615000,6,1,1,1
شهرک غرب,50,1388,1,4400000000,88000000,3,1,1,1
تهرانپارس شرقی,75,1385,2,1750000000,23333000,1,0,1,1
چیتگر,100,1400,2,465000000,4650000,9,1,1,1
باغ فیض,55,1398,1,2500000000,45455000,7,1,1,1
پاسداران,155,1400,3,13000000000,83871000,1,1,1,1
میدان ولیعصر,57,1376,1,1700000000,29825000,1,0,0,0
استاد معین,94,1370,2,1699000000,18074000,3,0,0,1
پرند,74,1397,2,378000000,5108000,4,1,0,1
پردیس,87,1400,2,600000000,6897000,2,1,1,1
هفت چنار,75,1400,2,1420000000,18933000,2,1,1,1
گمرک,65,1376,1,680000000,10462000,0,0,0,1
شهران جنوبی,78,1387,2,2420000000,31026000,4,1,1,1
نواب,38,1382,1,700000000,18421000,1,0,1,1
جنت‌آباد مرکزی,55,1382,1,2290000000,41636000,5,1,1,1
سعادت‌آباد,90,1389,2,6750000000,75000000,3,1,1,1
اندیشه,56,1390,1,450000000,8036000,2,0,1,1
پیروزی,67,1391,2,1120000000,16716000,3,0,0,1
شهرک غرب,117,1399,2,10700000000,91453000,6,1,1,1
قیطریه,230,1392,3,15400000000,66957000,2,1,1,1
شهران شمالی,105,1395,2,2760000000,26286000,3,1,1,1
شهرک غرب,111,1396,2,12500000000,112613000,5,1,1,1
سعادت‌آباد,117,1381,3,7900000000,67521000,4,1,1,1
پردیس,87,1400,2,850000000,9770000,14,1,1,1
اندیشه,51,1395,1,400000000,7843000,1,0,1,1
پونک,55,1385,1,2120000000,38545000,2,1,1,1
شهرک غرب,138,1398,3,13000000000,94203000,5,1,1,1
جردن,160,1388,3,8500000000,53125000,2,1,1,1
صادقیه,68,1385,2,2430000000,35735000,4,1,1,1
پردیس,87,1399,2,880000000,10115000,14,1,1,1
جوادیه,83,1390,2,1411000000,17000000,2,1,0,1
جردن,275,1380,4,15500000000,56364000,2,1,1,1
تهرانپارس غربی,244,1375,+۴,14000000000,57377000,1,0,0,1
پردیس,100,1399,2,1250000000,12500000,3,1,1,1
جی,101,1395,2,2100000000,20792000,1,1,1,1
جنت‌آباد جنوبی,159,1399,3,8745000000,55000000,4,1,1,1
یوسف‌آباد,95,1400,2,5510000000,58000000,1,1,1,1
صادقیه,76,1385,2,2450000000,32237000,1,1,1,1
سعادت‌آباد,570,1391,2,38500000000,67544000,4,1,1,1
پرند,78,1390,2,480000000,6154000,14,1,0,1
نیرو هوایی,82,1385,2,2400000000,29268000,4,1,1,1
شهرک نفت (منطقه ),110,1378,2,3600000000,32727000,9,1,1,1
نیاوران,204,1400,3,22500000000,110294000,4,1,1,1
رباط کریم,85,1393,2,450000000,5294000,3,1,1,1
نواب,62,1389,2,895000000,14435000,2,0,0,1
سیزده آبان,55,1393,1,680000000,12364000,4,0,0,1
شهر زیبا,133,1400,2,5350000000,40226000,3,1,1,1
کوی مهران,60,1384,2,2600000000,43333000,4,1,1,1
شهرک غرب,110,1385,2,6800000000,61818000,4,1,1,1
قرچک,60,1392,2,510000000,8500000,2,0,0,0
سعادت‌آباد,120,1385,3,7250000000,60417000,2,1,1,1
تهران‌سر,127,1400,2,3200000000,25197000,3,1,1,1
بریانک,122,1400,3,2750000000,22541000,5,1,1,1
ستارخان,68,1380,1,2100000000,30882000,2,0,1,1
پردیس,80,1399,2,780000000,9750000,3,1,0,1
اختیاریه,170,1388,3,7820000000,46000000,1,1,1,1
پاسداران,130,1390,3,8890000000,68385000,3,1,1,1
تسلیحات,54,1400,1,1600000000,29630000,1,1,0,1
شیخ هادی,67,1380,2,1750000000,26119000,0,0,0,1
باغ فیض,65,1391,2,2500000000,38462000,1,1,1,1
پونک,78,1385,2,3050000000,39103000,1,1,1,1
نارمک,78,1400,2,3600000000,46154000,4,1,1,1
شهرآرا,92,1389,2,4200000000,45652000,1,1,1,1
دولت‌آباد,160,1397,3,5120000000,32000000,4,1,1,1
تهران‌ویلا,85,1385,2,3200000000,37647000,2,1,1,1
چیتگر,60,1397,1,1410000000,23500000,3,1,1,1
شهریار,45,1390,1,565000000,12556000,2,0,0,1
مرزداران,88,1390,2,3650000000,41477000,4,1,1,1
پاتریس لومومبا,71,1377,1,2200000000,30986000,2,0,0,1
نظام‌آباد,52,1382,2,1150000000,22115000,3,0,0,1
پونک,82,1388,2,3800000000,46341000,2,1,1,1
اندیشه,39,1393,1,385000000,9872000,3,1,1,1
خانی‌آباد,62,1387,1,980000000,15806000,3,1,0,0
پردیس,105,1400,2,880000000,8381000,5,1,1,1
ستارخان,81,1380,2,2050000000,25309000,1,0,1,1
زمزم,46,1393,1,730000000,15870000,1,1,0,0
پاسداران,135,1396,3,9000000000,66667000,2,1,1,1
فلاح,44,1395,1,660000000,15000000,1,1,0,1
کوی مهران,102,1393,2,3590000000,35196000,2,1,1,1
پرند,75,1400,2,290000000,3867000,1,0,0,0
هروی,127,1397,2,8800000000,69291000,3,1,1,1
نارمک,90,1395,2,2970000000,33000000,1,1,0,1
میرداماد,135,1400,3,12150000000,90000000,2,1,1,1
شمس‌آباد,53,1396,1,1730000000,32642000,5,1,1,1
پاسداران,115,1398,2,7900000000,68696000,7,1,1,1
شهریار,116,1399,2,2320000000,20000000,1,1,1,1
پردیس,105,1400,2,870000000,8286000,1,1,1,1
ستارخان,62,1392,2,2110000000,34032000,2,1,0,1
پیروزی,71,1385,2,2000000000,28169000,3,0,1,1
شهرک راه‌آهن,105,1386,2,3500000000,33333000,5,1,1,1
شوش,56,1385,1,728000000,13000000,3,0,0,1
فرمانیه,170,1396,3,13500000000,79412000,3,1,1,1
فرمانیه,140,1400,3,16400000000,117143000,4,1,1,1
اقدسیه,190,1385,3,16500000000,86842000,3,1,1,1
نعمت‌آباد,45,1392,0,1200000000,26667000,2,0,0,1
نیاوران,112,1398,2,11750000000,104911000,3,1,1,1
سازمان آب,95,1389,2,3100000000,32632000,3,1,1,1
هروی,75,1386,2,3375000000,45000000,4,1,1,1
پاسداران,175,1385,4,9300000000,53143000,4,1,1,1
امامت,165,1400,3,6600000000,40000000,2,1,1,1
پردیس,92,1397,2,2650000000,28804000,6,1,1,1
سعادت‌آباد,110,1400,2,9700000000,88182000,9,1,1,1
جوادیه تهرانپارس,65,1395,1,1500000000,23077000,3,1,1,1
سعادت‌آباد,125,1393,3,7700000000,61600000,3,1,1,1
کوی فردوس,74,1396,2,2800000000,37838000,3,1,1,1
پونک,55,1383,1,1650000000,30000000,2,0,1,1
یافت‌آباد,40,1387,1,620000000,15500000,3,0,1,0
بومهن,53,1396,1,420000000,7925000,2,0,0,1
نعمت‌آباد,45,1395,0,1200000000,26667000,2,0,0,1
اندیشه,71,1395,2,760000000,10704000,2,0,1,1
شهر قدس,55,1385,2,1500000000,27273000,3,0,0,1
ستارخان,78,1384,2,2250000000,28846000,2,0,1,1
سرآسیاب دولاب,66,1395,1,1150000000,17424000,1,1,1,1
عباس‌آباد,175,1373,3,5200000000,29714000,3,0,0,1
کوی فردوس,95,1385,2,3450000000,36316000,5,1,1,1
هروی,74,1400,1,3774000000,51000000,1,1,1,1
شهرک راه‌آهن,120,1400,2,7200000000,60000000,1,1,1,1
پرند,86,1399,2,410000000,4767000,8,1,0,1
مولوی,78,1396,2,1170000000,15000000,4,1,1,0
سعادت‌آباد,87,1390,2,6300000000,72414000,4,1,1,1
سعادت‌آباد,155,1393,3,14500000000,93548000,1,1,1,1
شمیران‌نو,50,1388,2,870000000,17400000,1,1,0,1
زنجان,52,1395,1,1370000000,26346000,3,1,1,1
سعادت‌آباد,103,1385,2,5650000000,54854000,16,1,1,1
پردیس,107,1386,2,1260000000,11776000,4,0,1,1
دریاچه شهدای خلیج فارس,115,1394,2,4000000000,34783000,3,1,1,1
شهر زیبا,68,1394,2,2430000000,35735000,4,1,1,1
پیروزی,95,1400,2,2475000000,26053000,2,1,1,0
شهرک ولیعصر,99,1400,2,1600000000,16162000,3,1,1,1
سعادت‌آباد,108,1385,2,5700000000,52778000,2,1,1,1
شهر ری - اقدسیه,105,1400,2,2200000000,20952000,2,1,1,0
اقدسیه,200,1400,3,35000000000,175000000,4,1,1,1
سعادت‌آباد,142,1391,3,8900000000,62676000,4,1,1,1
سعادت‌آباد,105,1383,2,4900000000,46667000,5,1,1,1
دارآباد,92,1395,2,4950000000,53804000,6,1,1,1
سعادت‌آباد,171,1397,3,15300000000,89474000,2,1,1,1
نواب,40,1386,1,470000000,11750000,1,0,0,1
اندیشه,68,1392,2,897000000,13191000,2,0,1,1
الهیه,225,1386,3,14390000000,63956000,2,1,1,1
سهروردی,130,1400,3,7345000000,56500000,2,1,1,1
آذری,51,1395,1,918000000,18000000,3,1,1,0
خواجه نظام الملک,42,1381,1,1030000000,24524000,2,0,1,1
کوی فردوس,85,1383,2,2600000000,30588000,5,1,1,1
فاطمی,90,1400,2,4850000000,53889000,2,1,1,1
اندیشه,146,1400,3,2100000000,14384000,1,1,1,1
دریاچه شهدای خلیج فارس,122,1400,3,598500000,4906000,12,1,1,1
زعفرانیه,150,1389,2,11000000000,73333000,1,1,1,1
شهران شمالی,62,1398,1,2070000000,33387000,4,1,1,1
جی,61,1384,2,1010000000,16557000,3,0,0,1
کوی فردوس,80,1379,2,2690000000,33625000,2,1,1,0
سیدخندان,130,1397,2,8850000000,68077000,2,1,1,1
شهرک غرب,105,1378,2,7800000000,74286000,4,1,1,1
آهنگ,70,1382,2,1470000000,21000000,3,1,0,1
جنت‌آباد شمالی,56,1385,1,1675000000,29911000,2,0,0,1
سازمان برنامه,134,1394,3,7600000000,56716000,4,1,1,1
جردن,205,1397,3,14500000000,70732000,5,1,1,1
جردن,115,1398,2,8580000000,74609000,1,1,1,1
میرداماد,150,1385,3,8730000000,58200000,3,1,1,1
امیرآباد,115,1376,3,6200000000,53913000,1,1,0,1
پرند,89,1400,2,550000000,6180000,3,1,1,1
سعادت‌آباد,90,1399,2,9800000000,108889000,3,1,1,1
جیحون,50,1395,1,1180000000,23600000,1,1,0,1
پردیس,87,1397,2,650000000,7471000,0,1,1,1
جنت‌آباد شمالی,80,1380,2,2100000000,26250000,4,0,0,1
دریاچه شهدای خلیج فارس,161,1396,3,7660000000,47578000,10,1,1,1
پیروزی,60,1390,2,1320000000,22000000,3,1,0,1
شکوفه,82,1378,2,1600000000,19512000,4,0,1,1
قلهک,107,1371,2,4100000000,38318000,3,0,1,1
اندیشه,50,1392,1,260000000,5200000,2,1,1,1
دریاچه شهدای خلیج فارس,166,1395,3,8650000000,52108000,20,1,1,1
دریاچه شهدای خلیج فارس,115,1400,2,1670000000,14522000,12,1,1,1
سازمان برنامه,60,1383,1,1950000000,32500000,1,0,1,1
شهرک نفت (منطقه ),110,1399,2,6050000000,55000000,1,1,1,1
سلسبیل,82,1372,2,1300000000,15854000,-1,0,0,1
فرمانیه,164,1385,3,10800000000,65854000,4,1,1,1
سازمان برنامه,68,1386,2,2500000000,36765000,2,1,1,1
ازگل,120,1395,2,7800000000,65000000,6,1,1,1
آذربایجان,51,1387,1,1090000000,21373000,1,0,0,1
شمس‌آباد,164,1400,3,8200000000,50000000,1,1,1,1
حکمت,88,1386,2,4850000000,55114000,4,1,0,1
افسریه,70,1400,2,1500000000,21429000,1,1,1,1
آرژانتین,196,1371,3,9016000000,46000000,3,0,1,1
کامرانیه,245,1398,3,27400000000,111837000,2,1,1,1
نیرو هوایی,96,1382,2,5000000000,52083000,3,1,0,1
باغ فیض,66,1381,2,2520000000,38182000,1,1,1,1
فاطمی,69,1393,1,3000000000,43478000,1,1,1,1
پردیس,105,1400,2,860000000,8190000,2,1,1,1
قیطریه,165,1385,3,10100000000,61212000,3,1,1,1
فرمانیه,200,1399,3,20000000000,100000000,8,1,1,1
کوی فردوس,52,1389,1,1840000000,35385000,1,1,1,1
سعادت‌آباد,129,1387,3,6900000000,53488000,4,1,1,1
سعادت‌آباد,65,1394,1,4400000000,67692000,3,1,1,1
شهرک نفت (منطقه ),110,1399,2,6050000000,55000000,1,1,1,0
دریاچه شهدای خلیج فارس,106,1390,2,3200000000,30189000,2,0,1,1
شیخ هادی,90,1381,1,2000000000,22222000,2,0,1,1
اقدسیه,92,1395,2,5490000000,59674000,5,1,1,1
سیدخندان,123,1386,3,6000000000,48780000,3,1,1,0
استاد معین,58,1392,1,1230000000,21207000,2,1,1,1
شهران شمالی,117,1385,2,3800000000,32479000,5,1,1,1
نارمک,53,1397,1,2350000000,44340000,3,1,1,1
تجریش,85,1394,2,5100000000,60000000,3,1,1,1
میرداماد,130,1385,3,6300000000,48462000,5,1,1,1
جنت‌آباد مرکزی,75,1384,2,2470000000,32933000,5,1,1,1
مشیریه,65,1382,2,930000000,14308000,3,0,0,0
شمس‌آباد,162,1398,3,8100000000,50000000,2,1,1,1
اوقاف,80,1390,2,1730000000,21625000,4,1,0,1
سیدخندان,55,1396,1,1690000000,30727000,5,1,1,1
مهرآباد جنوبی,43,1384,1,720000000,16744000,1,0,0,1
سعادت‌آباد,151,1385,3,6350000000,42053000,1,1,1,1
شهریار,100,1398,2,1250000000,12500000,3,1,1,1
ازگل,88,1395,2,4900000000,55682000,5,1,1,1
اندیشه,87,1395,2,950000000,10920000,1,1,1,0
اراج,67,1385,1,3000000000,44776000,3,0,1,1
شهرک غرب,95,1400,2,8300000000,87368000,10,1,1,1
سعادت‌آباد,130,1398,3,8100000000,62308000,3,1,1,1
آذربایجان,64,1383,2,1500000000,23438000,1,0,1,0
سازمان برنامه,96,1395,2,5050000000,52604000,4,1,1,1
پردیس,170,1400,3,2720000000,16000000,3,1,1,1
میرداماد,155,1398,3,14200000000,91613000,5,1,1,1
فرمانیه,208,1386,3,16600000000,79808000,6,1,1,1
پردیس,87,1397,2,650000000,7471000,0,1,1,1
شهرک غرب,90,1386,2,5200000000,57778000,1,1,1,1
پردیس,87,1400,2,670000000,7701000,1,1,1,1
سعادت‌آباد,83,1395,2,5084000000,61253000,1,1,1,1
فرمانیه,1100,1400,+۴,155000000000,140909000,1,1,1,1
کوی فردوس,72,1380,2,1850000000,25694000,3,0,0,1
سعادت‌آباد,108,1382,2,5700000000,52778000,4,1,1,1
آذری,40,1388,1,660000000,16500000,2,0,0,1
شهر قدس,76,1392,2,680000000,8947000,4,1,0,1
قلهک,138,1393,3,8449000000,61225000,1,1,1,1
مرزداران,72,1384,2,2800000000,38889000,5,1,1,1
اندیشه,48,1385,1,310000000,6458000,2,0,0,1
شهران شمالی,80,1387,2,3000000000,37500000,4,1,1,1
قنات‌کوثر,85,1396,2,3357500000,39500000,5,1,1,1
منیریه,63,1395,1,2000000000,31746000,1,1,1,1
هروی,172,1388,3,9460000000,55000000,5,1,1,1
امیر بهادر,43,1380,1,650000000,15116000,-1,0,0,1
شهریار,145,1400,3,3335000000,23000000,0,1,1,1
ورامین,70,1395,1,600000000,8571000,1,1,1,1
سعادت‌آباد,124,1390,2,8600000000,69355000,2,1,1,1
سعادت‌آباد,130,1385,3,7280000000,56000000,0,1,1,1
سازمان آب,98,1390,2,3699000000,37745000,5,1,1,1
سلسبیل,50,1387,1,900000000,18000000,4,0,1,0
سعادت‌آباد,110,1385,2,7200000000,65455000,4,1,1,1
پردیس,75,1392,2,960000000,12800000,8,1,0,1
پاکدشت,80,1390,2,640000000,8000000,0,0,0,0
پرند,68,1400,1,330000000,4853000,1,1,1,0
پرند,87,1393,2,1000500000,11500000,1,1,1,1
الهیه,122,1395,2,13500000000,110656000,3,1,1,1
اندیشه,59,1392,1,330000000,5593000,2,1,1,1
نارمک,80,1384,2,3150000000,39375000,5,1,1,1
کوهک,230,1400,3,12650000000,55000000,21,1,1,1
تهران‌سر,96,1394,2,2480000000,25833000,5,1,1,1
سعادت‌آباد,195,1400,3,18000000000,92308000,5,1,1,1
قیطریه,85,1385,2,5200000000,61176000,1,0,1,1
تهرانپارس غربی,85,1400,2,3570000000,42000000,4,1,1,1
پردیس,85,1400,2,690000000,8118000,13,1,1,1
قلهک,97,1385,2,5400000000,55670000,1,1,1,1
ولنجک,241,1400,4,4800000000,19917000,14,1,1,1
مشیریه,71,1394,2,1480000000,20845000,3,1,1,0
پردیس,89,1397,2,590000000,6629000,10,1,1,1
کوی فردوس,64,1384,2,2060000000,32188000,2,0,1,1
سوهانک,95,1390,2,4200000000,44211000,2,1,1,1
جیحون,52,1387,1,1000000000,19231000,2,0,1,1
کوی فردوس,70,1382,2,20000000000,285714000,4,0,1,1
پردیس,97,1398,2,660000000,6804000,4,1,1,1
سهروردی,160,1382,3,6300000000,39375000,2,1,1,1
ستارخان,73,1382,2,23400000000,320548000,1,0,1,1
کاروان,145,1400,3,2682500000,18500000,3,1,1,0
پونک,132,1385,3,4190000000,31742000,0,1,1,1
جنت‌آباد جنوبی,88,1395,2,3800000000,43182000,2,1,1,1
شهران شمالی,66,1384,1,2250000000,34091000,2,1,1,1
سازمان برنامه,62,1382,2,2070000000,33387000,2,0,1,1
کوی فردوس,56,1386,1,1950000000,34821000,1,0,1,1
کامرانیه,220,1395,3,23000000000,104545000,3,1,1,1
جنت‌آباد شمالی,135,1400,3,5800000000,42963000,4,1,1,1
شهرک پرواز,62,1385,2,2280000000,36774000,2,1,1,1
